genomeNo	speciesGenomeNo	taxonomy	lineage	biorank	D_name	catalogueGroup	catalogueName	quality	completeness	contamination	size	gc	contig	type	OTU	OTU_status	projectNo	sampleNo	runNo	tier	nDegKos	degKos	nDepolymeraseLoci	depolymeraseLoci	synthKos
GCMeta_01176461	GCMeta_01176461	s__GCA-2707495 sp002707495	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__GCA-2707495;s__GCA-2707495 sp002707495	species	Bacteria	Marine	Marine Seawater	Medium-quality	100.0	0.0	3700014	37	45	mOTUs	gcMeta_totalOTUv1.0_022744	representative	PRJEB1788	SAMEA2621075	ERR594349	3	1	K00019	0		K00626
GCMeta_01176468	GCMeta_01176468	g__Aeromicrobium	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Aeromicrobium;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	97.24	1.25	3165387	73	341	mOTUs	gcMeta_totalOTUv1.0_086345	representative	PRJNA748533	SAMN20336532	SRR15216816	3	1	K01907	0		K00626;K03821
GCMeta_01176499	GCMeta_01176499	g__VXLM01	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__VXLM01;g__VXLM01;s__	genus	Bacteria	Marine	Marine Seawater	High-quality	92.96	0.0	3857117	57	130	mOTUs	gcMeta_totalOTUv1.0_072253	member	PRJNA367433	SAMN06267284	SRR5819239	3	1	K00019	0		
GCMeta_01176506	GCMeta_01176506	g__Psychrobium	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Psychrobiaceae;g__Psychrobium;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	98.59	5.63	4526458	40	50	mOTUs	gcMeta_totalOTUv1.0_086348	representative		SAMEA115094366		3	1	K00019	0		K00626
GCMeta_01176510	GCMeta_01176510	g__UBA3439	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA3439;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	55.77	0.0	948051	48	255	mOTUs	gcMeta_totalOTUv1.0_086350	representative	PRJEB64422	SAMEA6004523	ERR11733579	3	1	K01907	0		
GCMeta_01176647	GCMeta_01176647	s__GCA-2722105 sp018649625	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__GCA-2722105;s__GCA-2722105 sp018649625	species	Bacteria	Marine	Marine Seawater	High-quality	100.0	0.0	2513259	35	66	mOTUs	gcMeta_totalOTUv1.0_026409	representative	PRJNA247822	SAMN05224481	SRR3719505	3	1	K01907	0		
GCMeta_01176708	GCMeta_01176708	s__SZUA-117 sp029243005	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SZUA-117;s__SZUA-117 sp029243005	species	Bacteria	Marine	Marine Seawater	Medium-quality	69.44	2.2	1932946	57	402	mOTUs	gcMeta_totalOTUv1.0_035805	representative	PRJNA704804	SAMN18055972	SRR13782137	3	1	K01907	0		K00626
GCMeta_01176712	GCMeta_01176712	g__UBA8309	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA8309;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	92.6	0.44	2447733	63	270	mOTUs	gcMeta_totalOTUv1.0_086367	representative	PRJEB64422	SAMEA6008082	ERR11733609	3	1	K01907	0		K00626
GCMeta_01176859	GCMeta_01176859	s__TMED23 sp913054205	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UBA2165;g__TMED23;s__TMED23 sp913054205	species	Bacteria	Marine	Marine Seawater	Medium-quality	93.27	0.0	3213872	49	228	mOTUs	gcMeta_totalOTUv1.0_031154	representative	PRJNA1089667	SAMN40547834	SRR28417441	3	1	K01907	0		K00626
GCMeta_01177262	GCMeta_01177262	s__JACKDN01 sp937896275	d__Bacteria;p__Myxococcota;c__Bradymonadia;o__UBA7976;f__UBA1532;g__JACKDN01;s__JACKDN01 sp937896275	species	Bacteria	Marine	Marine Seawater	Medium-quality	95.77	5.63	7653851	72	1545	mOTUs	gcMeta_totalOTUv1.0_026527	representative	PRJEB22997	SAMEA104408621	ERR2206780	3	1	K00019	0		K00626
GCMeta_01177415	GCMeta_01177415	g__GCA-1730015	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__GCA-1730015;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	88.73	0.0	5737076	51	879	mOTUs	gcMeta_totalOTUv1.0_086398	representative	PRJNA385736	SAMN08954270	SRR8816775,SRR7595278	3	1	K01907	0		K00626
GCMeta_01177434	GCMeta_01177434	s__PTKB01 sp002937555	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA828;f__UBA828;g__PTKB01;s__PTKB01 sp002937555	species	Bacteria	Marine	Marine Seawater	Medium-quality	95.25	1.01	3395492	61	469	mOTUs	gcMeta_totalOTUv1.0_031857	representative	PRJNA352737	SAMN05991685	SRR5002408	3	1	K01907	0		K00023;K00626;K03821
GCMeta_01177438	GCMeta_01177438	s__Psychrobium sp001874365	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Psychrobiaceae;g__Psychrobium;s__Psychrobium sp001874365	species	Bacteria	Marine	Marine Seawater	Medium-quality	88.95	1.64	3718839	41	518	mOTUs	gcMeta_totalOTUv1.0_033881	representative	PRJNA318731	SAMN05213968	SRR3646256	3	1	K00019	0		K00626
GCMeta_01177506	GCMeta_01177506	g__JACNKJ01	d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__JACNKJ01;f__JACNKJ01;g__JACNKJ01;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	86.4	0.0	3007054	57	113	mOTUs	gcMeta_totalOTUv1.0_086401	representative	PRJNA247822	SAMN08283975	SRR7265440	3	1	K01907	0		K00626
GCMeta_01177580	GCMeta_01177580	g__JAKUNN01	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__JAKUNN01;s__	genus	Bacteria	Marine	Marine Seawater	High-quality	95.77	1.41	1677041	42	56	mOTUs	gcMeta_totalOTUv1.0_070677	member	PRJNA367436	SAMN06267287	SRR5819383	3	1	K00019	0		K00626
GCMeta_01177971	GCMeta_01177971	s__Luminiphilus aquimaris	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__Luminiphilus aquimaris	species	Bacteria	Marine	Marine Seawater	Medium-quality	100.0	0.0	2445523	53	63	mOTUs	gcMeta_totalOTUv1.0_034631	representative	PRJEB40764	SAMEA7422941	ERR4674641	3	1	K01907	0		K00626
GCMeta_01178041	GCMeta_01178041	g__Pseudohongiella	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__Pseudohongiella;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	96.67	0.06	3657188	54	18	mOTUs	gcMeta_totalOTUv1.0_086437	representative	PRJEB9742	SAMEA4397118	ERR2762120,ERR2762121	3	1	K01907	0		K00626
GCMeta_01178050	GCMeta_01178050	s__UBA3031 sp905479505	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__UBA3031;g__UBA3031;s__UBA3031 sp905479505	species	Bacteria	Marine	Marine Seawater	Medium-quality	97.18	0.0	1896411	44	48	mOTUs	gcMeta_totalOTUv1.0_033360	representative	PRJEB26952	SAMEA4692679	ERR2598798	3	1	K01907	0		K00626
GCMeta_01178069	GCMeta_01178069	g__Rhodoglobus	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	100.0	0.0	2668315	60	14	mOTUs	gcMeta_totalOTUv1.0_086439	representative	PRJNA803814	SAMN25861445	SRR18006610	3	1	K00019	0		K00626
GCMeta_01178097	GCMeta_01178097	g__Rs1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Rs1;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	95.77	0.0	4329798	43	204	mOTUs	gcMeta_totalOTUv1.0_086442	representative	PRJNA704702	SAMN18057475	SRR13816154	3	1	K00019	0		K00626
GCMeta_01178123	GCMeta_01178123	g__UBA2137	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__UBA2137;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	71.83	2.82	1261723	42	278	mOTUs	gcMeta_totalOTUv1.0_086446	representative	PRJNA450643	SAMN09406028	SRR7479674	3	1	K01907	0		
GCMeta_01178163	GCMeta_01178163	s__Alcanivorax sp947258575	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__Alcanivorax;s__Alcanivorax sp947258575	species	Bacteria	Marine	Marine Seawater	Medium-quality	95.94	0.87	3463865	59	141	mOTUs	gcMeta_totalOTUv1.0_034438	member	PRJEB52452	SAMEA110646461	ERR10114910,ERR10114911,ERR10114843,ERR10114908	3	1	K01907	0		K00626;K03821
GCMeta_01178216	GCMeta_01178216	s__Halomonas litopenaei	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas litopenaei	species	Bacteria	Marine	Marine Seawater	Medium-quality	100.0	0.0	4967902	64	119	mOTUs	gcMeta_totalOTUv1.0_034689	member	PRJEB1787	SAMEA2623907	ERR598944	3	1	K00019	0		K00023;K00626;K03821
GCMeta_01178353	GCMeta_01178353	g__DUZK01	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SURF-15;g__DUZK01;s__	genus	Bacteria	Marine	Marine Seawater	High-quality	90.14	2.82	6916536	48	693	mOTUs	gcMeta_totalOTUv1.0_086464	representative	PRJNA326482	SAMN10231924	SRR8062329	3	1	K01907	0		K00626
GCMeta_01178442	GCMeta_01178442	s__JAAZYX01 sp018651745	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;g__JAAZYX01;s__JAAZYX01 sp018651745	species	Bacteria	Marine	Marine Seawater	High-quality	98.9	0.0	1844809	40	121	mOTUs	gcMeta_totalOTUv1.0_026366	representative	PRJNA247822	SAMN05224515	SRR3719625	3	1	K01907	0		K00626
GCMeta_01178493	GCMeta_01178493	g__Desulforhopalus	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulforhopalus;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	99.91	0.0	5614348	45	75	mOTUs	gcMeta_totalOTUv1.0_086468	representative	PRJNA512068	SAMN10659871	SRR8379594	3	1	K00019	0		K00626;K03821
GCMeta_01178514	GCMeta_01178514	s__Aequoribacter sp003520285	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Aequoribacter;s__Aequoribacter sp003520285	species	Bacteria	Marine	Marine Seawater	Medium-quality	97.18	0.0	2310301	52	177	mOTUs	gcMeta_totalOTUv1.0_034603	representative	PRJEB34883	SAMEA6236710	ERR3773636	3	1	K01907	0		K00626
GCMeta_01178526	GCMeta_01178526	g__ASP10-02a	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__ASP10-02a;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	94.37	0.0	2452710	48	318	mOTUs	gcMeta_totalOTUv1.0_086471	representative	PRJNA385736	SAMN07483006	SRR6403647,SRR5915060	3	1	K01907	0		K00626
GCMeta_01178859	GCMeta_01178859	g__VMCJ01	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Bin95;f__Bin95;g__VMCJ01;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	86.9	2.87	3717066	58	754	mOTUs	gcMeta_totalOTUv1.0_086486	representative	PRJNA803814	SAMN25861433	SRR18006614	3	1	K00019	0		K00626
GCMeta_01178948	GCMeta_01178948	f__Spongiibacteraceae	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Spongiibacteraceae;g__;s__	family	Bacteria	Marine	Marine Seawater	Medium-quality	74.89	0.86	3397781	47	567	mOTUs	gcMeta_totalOTUv1.0_086640	member	PRJNA450643	SAMN09405993	SRR7479566	3	1	K01907	0		K00626
GCMeta_01178966	GCMeta_01178966	g__Alcanivorax	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__Alcanivorax;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	97.18	0.0	3598618	59	107	mOTUs	gcMeta_totalOTUv1.0_086495	representative	PRJEB1788	SAMEA2622801	ERR594338	3	1	K01907	0		K00626;K03821
GCMeta_01179007	GCMeta_01179007	s__TMED48 sp002339165	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__TMED48;s__TMED48 sp002339165	species	Bacteria	Marine	Marine Seawater	Medium-quality	100.0	0.0	2796871	53	69	mOTUs	gcMeta_totalOTUv1.0_035057	representative	PRJEB34453	SAMEA5958378	ERR3525247	3	1	K01907	0		K00626
GCMeta_01179039	GCMeta_01179039	s__UBA9659 sp018667205	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Azotimanducaceae_A;g__UBA9659;s__UBA9659 sp018667205	species	Bacteria	Marine	Marine Seawater	Medium-quality	100.0	0.0	4366066	50	227	mOTUs	gcMeta_totalOTUv1.0_034533	representative	PRJNA365014	SAMN06264408	SRR5821823	3	1	K00019	0		K00626
GCMeta_01179090	GCMeta_01179090	g__CAJQKF01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__CAJQKF01;g__CAJQKF01;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	94.37	2.82	5236450	56	656	mOTUs	gcMeta_totalOTUv1.0_086505	representative	PRJNA340003	SAMN05791319	SRR4342135	3	1	K01907	0		K00023;K00626
GCMeta_01179111	GCMeta_01179111	g__Gelidibacter	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gelidibacter;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	85.7	0.66	2969997	39	129	mOTUs	gcMeta_totalOTUv1.0_086507	representative	PRJNA365148	SAMN06266124	SRR5468492	3	1	K00019	0		
GCMeta_01179183	GCMeta_01179183	g__Marortus	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Spongiibacteraceae;g__Marortus;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	97.91	0.71	3779648	49	43	mOTUs	gcMeta_totalOTUv1.0_086515	representative	PRJEB9742	SAMEA4398387	ERR2762188,ERR2762187,ERR2762186	3	1	K01907	0		K00626;K03821
GCMeta_01179273	GCMeta_01179273	s__Winogradskyella sp002682935	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__Winogradskyella sp002682935	species	Bacteria	Marine	Marine Seawater	Medium-quality	98.59	0.0	3617666	34	32	mOTUs	gcMeta_totalOTUv1.0_021852	representative	PRJEB64422	SAMEA5999861	ERR12071033	3	1	K00019	0		K00626
GCMeta_01179334	GCMeta_01179334	g__Aureibaculum	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aureibaculum;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	98.59	0.0	3328345	34	9	mOTUs	gcMeta_totalOTUv1.0_086527	representative	PRJEB9742	SAMEA4396941	ERR2762110,ERR2762111	3	1	K00019	0		K00626
GCMeta_01179342	GCMeta_01179342	s__UBA12578 sp002729195	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__UBA12578;s__UBA12578 sp002729195	species	Bacteria	Marine	Marine Seawater	Medium-quality	98.59	0.0	2525737	58	125	mOTUs	gcMeta_totalOTUv1.0_031966	representative	PRJEB52452	SAMEA110646526	ERR10123729,ERR10123730,ERR10123731,ERR10123732	3	1	K01907	0		K00023;K00626;K03821
GCMeta_01179367	GCMeta_01179367	s__Psychrobacter sp002863645	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter sp002863645	species	Bacteria	Marine	Marine Seawater	Medium-quality	96.26	1.06	3289471	43	258	mOTUs	gcMeta_totalOTUv1.0_034912	representative		SAMEA115094391		3	1	K00019	0		K00626
GCMeta_01179413	GCMeta_01179413	s__Vibrio cyclitrophicus	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio cyclitrophicus	species	Bacteria	Marine	Marine Seawater	Medium-quality	90.77	2.16	4414335	44	536	mOTUs	gcMeta_totalOTUv1.0_033990	representative	PRJEB38290	SAMEA7060540	ERR4352752,ERR4352755,ERR4352749,ERR4352748,ERR4352760,ERR4352750,ERR4352747,ERR4352759,ERR4352754,ERR4352751,ERR4352758,ERR4352757,ERR4352756,ERR4352753	3	1	K01907	0		K00023;K00626;K03821
GCMeta_01179469	GCMeta_01179469	g__Alteromonas	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	100.0	0.0	3943458	44	21	mOTUs	gcMeta_totalOTUv1.0_086534	representative	PRJNA385736	SAMN07483273	SRR5915685	3	1	K00019	0		K00626
GCMeta_01179478	GCMeta_01179478	s__Idiomarina fontislapidosi	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Idiomarina;s__Idiomarina fontislapidosi	species	Bacteria	Marine	Marine Seawater	Medium-quality	94.29	0.88	2426141	48	81	mOTUs	gcMeta_totalOTUv1.0_033594	representative	PRJEB64422	SAMEA6037080	ERR11733800	3	1	K01907	0		K00626
GCMeta_01179501	GCMeta_01179501	f__Saprospiraceae	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	family	Bacteria	Marine	Marine Seawater	Medium-quality	95.77	0.0	5856443	42	410	mOTUs	gcMeta_totalOTUv1.0_086538	representative	PRJEB40764	SAMEA7422987	ERR4674776	3	1	K01907	0		K00626
GCMeta_01179553	GCMeta_01179553	s__IMCC9063 sp008638205	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__IMCC9063;s__IMCC9063 sp008638205	species	Bacteria	Marine	Marine Seawater	Medium-quality	98.81	0.0	1111933	32	23	mOTUs	gcMeta_totalOTUv1.0_029868	representative	PRJNA428417	SAMN08290282	SRR6441345	3	1	K01907	0		K00626
GCMeta_01179571	GCMeta_01179571	g__Vibrio	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	98.59	2.82	3470224	46	297	mOTUs	gcMeta_totalOTUv1.0_086543	representative	PRJNA385736	SAMN07449442	SRR6403396,SRR5896001	3	1	K01907	0		K00023;K00626;K03821
GCMeta_01179604	GCMeta_01179604	s__Pseudidiomarina donghaiensis	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudidiomarina;s__Pseudidiomarina donghaiensis	species	Bacteria	Marine	Marine Seawater	Medium-quality	97.11	5.23	3083077	48	363	mOTUs	gcMeta_totalOTUv1.0_033628	representative	PRJNA517146	SAMN08181978	SRR6387558	3	1	K01907	0		K00626
GCMeta_01179605	GCMeta_01179605	g__VXLM01	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__VXLM01;g__VXLM01;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	81.56	0.2	1943146	49	210	mOTUs	gcMeta_totalOTUv1.0_086546	representative	PRJEB1787	SAMEA2623756	ERR598958	3	1	K00019	0		
GCMeta_01179644	GCMeta_01179644	g__Ilumatobacter_A	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Ilumatobacter_A;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	94.37	0.0	2613346	63	99	mOTUs	gcMeta_totalOTUv1.0_086549	representative	PRJNA340003	SAMN05791318	SRR4342134	3	1	K01907	0		K00626
GCMeta_01179742	GCMeta_01179742	g__EhC02	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__EhC02;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	78.89	1.86	3325212	64	458	mOTUs	gcMeta_totalOTUv1.0_086557	representative	PRJNA588686	SAMN13674977	SRR10912871,SRR10912859,SRR10912840,SRR10912880,SRR10912861,SRR10912818,SRR10912853,SRR10912870,SRR10912829,SRR10912868,SRR10912860,SRR10912881,SRR10912854,SRR10912878,SRR10912856,SRR10912867,SRR10912905,SRR10912877,SRR10912852,SRR10912875,SRR10912865,SRR10912857,SRR10912862,SRR10912855,SRR10912872,SRR10912903,SRR10912869,SRR10912796,SRR10912807,SRR10912879,SRR10912851,SRR10912904,SRR10912858,SRR10912874,SRR10912892,SRR10912876,SRR10912863,SRR10912866,SRR10912864,SRR10912849,SRR10912850,SRR10912873	3	1	K00019	0		K00023;K00626;K03821
GCMeta_01179848	GCMeta_01179848	s__Limnohabitans sp945882755	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans;s__Limnohabitans sp945882755	species	Bacteria	Marine	Marine Seawater	Medium-quality	69.61	0.31	1696139	55	400	mOTUs	gcMeta_totalOTUv1.0_032342	representative	PRJEB34883	SAMEA6236722	ERR3761399	3	1	K00019	0		K00626;K03821
GCMeta_01179911	GCMeta_01179911	g__Salinisphaera	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nevskiales;f__Salinisphaeraceae;g__Salinisphaera;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	97.18	0.0	3137070	63	156	mOTUs	gcMeta_totalOTUv1.0_086570	representative	PRJNA385736	SAMN07482817	SRR5924897	3	1	K01907	0		K00626
GCMeta_01179967	GCMeta_01179967	g__JAGWAQ01	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__JAGWAQ01;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	91.63	0.22	1927091	46	208	mOTUs	gcMeta_totalOTUv1.0_086571	representative	PRJEB64422	SAMEA6050777	ERR11733824	3	1	K01907	0		K00626
GCMeta_01179982	GCMeta_01179982	s__Cognaticolwellia polaris	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Cognaticolwellia;s__Cognaticolwellia polaris	species	Bacteria	Marine	Marine Seawater	Medium-quality	98.32	0.93	4349758	38	76	mOTUs	gcMeta_totalOTUv1.0_033565	representative	PRJNA450643	SAMN09406034	SRR7479744	3	1	K00019	0		K00626
GCMeta_01180034	GCMeta_01180034	g__UBA6544	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__UBA6544;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	87.53	5.5	4493357	57	645	mOTUs	gcMeta_totalOTUv1.0_086576	representative	PRJEB34453	SAMEA5958376	ERR3525245	3	1	K01907	0		K00023;K00626
GCMeta_01180188	GCMeta_01180188	g__UBA2589	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__UBA2589;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	92.96	0.0	2505761	56	191	mOTUs	gcMeta_totalOTUv1.0_086584	representative	PRJNA385736	SAMN07483528	SRR5918724	3	1	K00019	0		K00626
GCMeta_01180195	GCMeta_01180195	s__UBA8309 sp913031555	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA8309;s__UBA8309 sp913031555	species	Bacteria	Marine	Marine Seawater	Medium-quality	91.55	0.0	2496040	60	214	mOTUs	gcMeta_totalOTUv1.0_029988	representative	PRJEB26952	SAMEA4692683	ERR2598802	3	1	K01907	0		K00626
GCMeta_01180207	GCMeta_01180207	s__UBA3439 sp017859295	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA3439;s__UBA3439 sp017859295	species	Bacteria	Marine	Marine Seawater	Medium-quality	97.18	0.0	2068296	51	126	mOTUs	gcMeta_totalOTUv1.0_029963	representative	PRJEB12234	SAMEA104210871	ERR2094673	3	1	K01907	0		K00626
GCMeta_01180365	GCMeta_01180365	g__PTKB01	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA828;f__UBA828;g__PTKB01;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	94.37	0.0	3633879	59	164	mOTUs	gcMeta_totalOTUv1.0_086601	representative	PRJNA367436	SAMN06267287	SRR5819383	3	1	K01907	0		K00023;K00626;K03821
GCMeta_01180547	GCMeta_01180547	s__UBA868 sp016845525	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__UBA868;s__UBA868 sp016845525	species	Bacteria	Marine	Marine Seawater	Medium-quality	92.96	0.0	1726208	57	162	mOTUs	gcMeta_totalOTUv1.0_031981	representative	PRJNA340003	SAMN05791317	SRR4342133	3	1	K01907	0		K00023;K00626
GCMeta_01180612	GCMeta_01180612	g__Ketobacter	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Ketobacteraceae;g__Ketobacter;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	95.77	0.0	4596866	49	191	mOTUs	gcMeta_totalOTUv1.0_086610	representative	PRJNA412741	SAMN07748057	SRR6144754	3	1	K01907	0		K00626;K03821
GCMeta_01180619	GCMeta_01180619	g__IMCC9063	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__IMCC9063;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	94.05	0.0	1129954	33	109	mOTUs	gcMeta_totalOTUv1.0_071621	member	PRJNA474405	SAMN09302791	SRR7253997	3	1	K01907	0		K00023;K00626
