ko	genomeId	locusid	contigId	sStart	eEnd	orient	gtdb_mini_taxonomy	gtdb_lineage
K07518	GCMeta_01252870	PPLOPHLM_02993	GCMeta_01252870_00019	46757	48973	-	Comamonas acidovorans	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__Comamonas acidovorans
K22249	GCMeta_01255831	AHFADLJC_02953	GCMeta_01255831_00135	4843	5700	-	Pseudomonas_E tumuqii	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E tumuqii
K22249	GCMeta_00542199	AHGOFMCM_00925	GCMeta_00542199_00004	38593	39423	-	Pseudomonas_E alcaligenes	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E alcaligenes
K22249	GCMeta_00542199	AHGOFMCM_00926	GCMeta_00542199_00004	39588	40421	-	Pseudomonas_E alcaligenes	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E alcaligenes
K22249	GCMeta_01293297	AIHPBIBB_03451	GCMeta_01293297_00039	19673	20710	-	Nannocystis	d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__Nannocystis;s__
K22249	GCMeta_01303998	ALOBGAJF_01301	GCMeta_01303998_00002	605557	606408	-	Pseudomonas_E	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K22249	GCMeta_01302658	BCJABABF_00926	GCMeta_01302658_00019	11372	12226	+	Pseudomonas_E	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K22249	GCMeta_01258006	BGLHGLBN_02881	GCMeta_01258006_00039	9202	10059	+	Pseudomonas_E sp001830395	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp001830395
K22249	GCMeta_00542183	BHEBEAGI_00036	GCMeta_00542183_00003	9877	10587	+	Pseudomonas_E	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K22249	GCMeta_00542183	BHEBEAGI_00037	GCMeta_00542183_00003	10782	11633	+	Pseudomonas_E	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K22249	GCMeta_02134571	BOGBKLOD_07425	GCMeta_02134571_00540	5268	6119	+	Labilithrix	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Labilithrix;s__
K22249	GCMeta_00120032	CNMDOAKO_08282	GCMeta_00120032_01211	11937	12959	-	Polyangium	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Polyangium;s__
K22249	GCMeta_00801177	DJHGOCJB_00372	NODE_613_length_28500_cov_55.189313	20647	21504	+	Pseudomonas_E	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K22249	GCMeta_00540571	ECFAMGLG_01685	GCMeta_00540571_00018	31928	32755	+	Solimonas_A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nevskiales;f__Nevskiaceae;g__Solimonas_A;s__
K22249	GCMeta_00600302	ECKEHODF_00700	GCMeta_00600302_00021	23977	24828	+	Pseudomonas_E	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K22249	GCMeta_01258530	EFCKDIGA_01709	GCMeta_01258530_00073	14024	14875	+	Pseudomonas_E	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K22249	GCMeta_00542514	EJBINDDB_01463	GCMeta_00542514_00015	35050	35883	+	Pseudomonas_E	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K22249	GCMeta_00542514	EJBINDDB_01464	GCMeta_00542514_00015	36025	36855	+	Pseudomonas_E	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K22249	GCMeta_01086380	ELOEGHNH_03761	GCMeta_01086380_00013	44484	45341	-	Pseudomonas_E leptonychotis	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E leptonychotis
K22249	GCMeta_00380055	FBAOKGMJ_02966	GCMeta_00380055_00016	44779	45612	+	Pseudomonas_E alcaligenes	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E alcaligenes
K22249	GCMeta_00380055	FBAOKGMJ_02967	GCMeta_00380055_00016	45769	46599	+	Pseudomonas_E alcaligenes	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E alcaligenes
K22249	GCMeta_00817530	FEIKFPOM_03292	NODE_610_length_3201_cov_204.951367	17	649	-	Leptospira_B broomii	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__Leptospira_B;s__Leptospira_B broomii
K22249	GCMeta_00817530	FEIKFPOM_03292	NODE_610_length_3201_cov_204.951367	17	649	-	Leptospira_B broomii	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__Leptospira_B;s__Leptospira_B broomii
K22249	GCMeta_00541947	FMFPIOPE_02632	GCMeta_00541947_00381	2069	2926	-	Pseudomonas_E	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K22249	GCMeta_01313118	GKFOAKMM_05195	GCMeta_01313118_00044	51439	52383	+	Archangium_A	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Archangium_A;s__
K22249	GCMeta_01233842	HEPNCHEG_02102	GCMeta_01233842_00009	79612	80595	+	Haliangium	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__Haliangium;s__
K22249	GCMeta_00180063	IDOAECOK_00759	GCMeta_00180063_00039	11681	12529	+	Pseudomonas_E sp014851865	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp014851865
K22249	GCMeta_00180063	IDOAECOK_00760	GCMeta_00180063_00039	12690	13523	+	Pseudomonas_E sp014851865	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp014851865
K22249	GCMeta_00799762	JAEPHAND_03231	NODE_4539_length_3227_cov_4.558008	2437	3117	-	Pseudomonas_E alcaligenes_A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E alcaligenes_A
K22249	GCMeta_01305344	JCPNGHEJ_03616	GCMeta_01305344_00235	4155	5168	-	Nannocystis	d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__Nannocystis;s__
K22249	GCMeta_01298754	JDEODCOP_00809	GCMeta_01298754_00018	31928	32782	-	Pseudomonas_E	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K22249	GCMeta_01313207	KFGPINMP_01203	GCMeta_01313207_00026	566	1405	+	Pseudomonas_E fluvialis	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluvialis
K22249	GCMeta_01294634	KGDBKLFD_00314	GCMeta_01294634_00026	6011	6847	+	Pseudomonas_E	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K22249	GCMeta_01294634	KGDBKLFD_00315	GCMeta_01294634_00026	7042	7890	+	Pseudomonas_E	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K22249	GCMeta_01255453	LBFEIFLM_00899	GCMeta_01255453_00032	10120	10977	+	Pseudomonas_E	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K22249	GCMeta_01287085	LDGOAMDJ_02384	GCMeta_01287085_00291	1469	2326	+	Pseudomonas_E	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K22249	GCMeta_00440120	MCDCALKH_02396	GCMeta_00440120_00678	511	1125	+	Pseudomonas_E	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K22249	GCMeta_01227938	MDIOCOJP_01142	GCMeta_01227938_00004	186498	187334	+	Pseudomonas_E	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K22249	GCMeta_01227938	MDIOCOJP_01143	GCMeta_01227938_00004	187529	188380	+	Pseudomonas_E	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K22249	GCMeta_01170214	NOMNBKFP_03454	GCMeta_01170214_00028	1044	1874	+	JANSYA01	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptonemataceae;g__JANSYA01;s__
K22249	GCMeta_01222289	OBCDAPAG_03196	GCMeta_01222289_00098	6531	7388	+	Halopseudomonas sp002840055	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Halopseudomonas;s__Halopseudomonas sp002840055
K22249	GCMeta_02135200	OCIHGKLD_01143	GCMeta_02135200_00103	8941	9936	+	Labilithrix sp023423895	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Labilithrix;s__Labilithrix sp023423895
K22249	GCMeta_00420044	OOAPIMDE_04212	GCMeta_00420044_00190	5203	6060	+	Pseudomonas_E sp946886105	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp946886105
K22249	GCMeta_01252120	PAPMLBEP_00361	GCMeta_01252120_00030	721	1551	-	Pseudomonas_E alcaligenes	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E alcaligenes
K22249	GCMeta_00601474	PFFOFACN_02835	GCMeta_00601474_00033	6651	7481	-	Pseudomonas_E alcaligenes	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E alcaligenes
K22249	GCMeta_00601474	PFFOFACN_02836	GCMeta_00601474_00033	7647	8480	-	Pseudomonas_E alcaligenes	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E alcaligenes
K22249	GCMeta_01265620	PIHNPFDJ_02069	GCMeta_01265620_00061	13026	13949	+	PALSA-1152	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__PALSA-1152;s__
K22249	GCMeta_00542036	PKOBPNNH_00288	GCMeta_00542036_00002	128327	129157	-	Pseudomonas_E alcaligenes_A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E alcaligenes_A
K22249	GCMeta_00601354	PLDCNHDP_01080	GCMeta_00601354_00013	16422	17318	+	Archangium_A gephyra_A	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Archangium_A;s__Archangium_A gephyra_A
K22250	GCMeta_02134941	AALFDMDE_00157	GCMeta_02134941_00005	4006	4863	-	Pseudomonas_H	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_H;s__
K22250	GCMeta_01219908	ABNKPMAE_02748	GCMeta_01219908_00020	73006	73863	-	Halopseudomonas	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Halopseudomonas;s__
K22250	GCMeta_01130297	ACCHPAHG_00251	GCMeta_01130297_00001	289232	290077	+	Pseudomonas_E grimontii	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E grimontii
K22250	GCMeta_00180285	ACGDFMGN_01103	GCMeta_00180285_00010	46986	47831	-	Pseudomonas_E fluorescens_AN	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AN
K22250	GCMeta_00783359	ADEHDLFP_00187	NODE_5563_length_5793_cov_4.783374	3369	4214	-	Rhodococcus_D	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus_D;s__
K22250	GCMeta_00340345	ADHOHLNE_02848	GCMeta_00340345_00498	2844	3698	-	Pseudomonas_E	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K22250	GCMeta_01125164	AEOGINFE_03449	GCMeta_01125164_00052	44594	45439	+	Pseudomonas_E fluorescens_AN	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AN
K22250	GCMeta_01120606	AFIOBFNL_00274	GCMeta_01120606_00009	14386	15237	+	Pseudomonas_E putida_L	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E putida_L
K22250	GCMeta_01255831	AHFADLJC_00878	GCMeta_01255831_00018	30452	31309	+	Pseudomonas_E tumuqii	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E tumuqii
K22250	GCMeta_00542199	AHGOFMCM_00441	GCMeta_00542199_00001	489526	490383	-	Pseudomonas_E alcaligenes	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E alcaligenes
K22250	GCMeta_00400190	AHJBPPIC_00765	GCMeta_00400190_00054	5949	6779	+	Pseudomonas_E rhodesiae	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E rhodesiae
K22250	GCMeta_00400190	AHJBPPIC_01935	GCMeta_00400190_00240	3616	4461	-	Pseudomonas_E rhodesiae	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E rhodesiae
K22250	GCMeta_00541233	AINJLEKP_00196	GCMeta_00541233_00004	4828	5685	-	Pseudomonas_E sp019745275	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp019745275
K22250	GCMeta_02137126	AJOGFCFN_03263	GCMeta_02137126_00186	7253	8104	-	Pseudomonas_E asiatica	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E asiatica
K22250	GCMeta_00601323	AKDGIJCN_01866	GCMeta_00601323_00398	1792	2655	-	Pseudomonas_E	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K22250	GCMeta_00542479	ALGNJION_03646	GCMeta_00542479_01507	154	1008	-	Pseudomonas_E sp000282475	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp000282475
K22250	GCMeta_00380041	ALLAKFEB_00289	GCMeta_00380041_00001	347647	348501	+	Pseudomonas_E putida_A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E putida_A
K22250	GCMeta_01303998	ALOBGAJF_00886	GCMeta_01303998_00002	163876	164736	+	Pseudomonas_E	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K22250	GCMeta_01130814	AMKADNEF_02042	GCMeta_01130814_00103	9422	10282	+	Pseudomonas_E	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K22250	GCMeta_01273441	ANIAPEFK_03566	GCMeta_01273441_00022	24154	25011	+	Halopseudomonas sp016763285	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Halopseudomonas;s__Halopseudomonas sp016763285
K22250	GCMeta_00786817	ANIFJFLP_01487	NODE_97_length_35666_cov_16.338322	5696	6514	+	JACCTY01 sp013812145	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Geodermatophilaceae;g__JACCTY01;s__JACCTY01 sp013812145
K22250	GCMeta_01252929	AONMAOFB_02893	GCMeta_01252929_00124	8600	9445	-	Pseudomonas_E veronii	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E veronii
K22250	GCMeta_00440117	APOFEHOB_00229	GCMeta_00440117_00003	37027	37884	+	Pseudomonas_E sp900156465	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp900156465
K22250	GCMeta_00000107	BABBFHFA_00329	GCMeta_00000107_00001	350705	351562	-	Pseudomonas aeruginosa	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa
K22250	GCMeta_00793357	BBLHIBED_01519	NODE_1877_length_5698_cov_3.634060	319	1179	+	Halopseudomonas gallaeciensis	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Halopseudomonas;s__Halopseudomonas gallaeciensis
K22250	GCMeta_01302658	BCJABABF_00613	GCMeta_01302658_00011	46625	47482	+	Pseudomonas_E	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K22250	GCMeta_00100983	BCLDAJII_04298	GCMeta_00100983_00388	2542	3387	+	Pseudomonas_E lactis	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E lactis
K22250	GCMeta_00567872	BDAMHMCJ_02299	GCMeta_00567872_00048	8830	9687	-	Pseudomonas_F otitidis	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_F;s__Pseudomonas_F otitidis
K22250	GCMeta_00620110	BDHFLCIM_00123	GCMeta_00620110_00004	15875	16729	+	Pseudomonas_E	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K22250	GCMeta_00100370	BEMAGJHO_01106	GCMeta_00100370_00003	144454	145305	+	Pseudomonas_E monteilii	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E monteilii
K22250	GCMeta_01258006	BGLHGLBN_02579	GCMeta_01258006_00030	36153	37046	-	Pseudomonas_E sp001830395	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp001830395
K22250	GCMeta_01251931	BHDCHEMP_00256	GCMeta_01251931_00007	6268	7128	-	Pseudomonas_E peli	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E peli
K22250	GCMeta_00542183	BHEBEAGI_00081	GCMeta_00542183_00008	2519	3376	-	Pseudomonas_E	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K22250	GCMeta_00815349	BIGINONG_00914	NODE_10553_length_10755_cov_4.799907	9457	10317	+	Halopseudomonas sp007117785	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Halopseudomonas;s__Halopseudomonas sp007117785
K22250	GCMeta_01194108	BJAFMLFE_00366	GCMeta_01194108_00009	5465	6322	-	Pseudomonas_E	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K22250	GCMeta_00601440	BJIJIMEM_05130	GCMeta_00601440_00148	2674	3525	-	Pseudomonas_E alloputida	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E alloputida
K22250	GCMeta_01211812	BJKEPFBE_00707	GCMeta_01211812_00003	24183	25040	+	Halopseudomonas pelagia	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Halopseudomonas;s__Halopseudomonas pelagia
K22250	GCMeta_00600308	BKKINBHL_00773	GCMeta_00600308_00071	2365	3222	+	Pseudomonas_E sp000418555	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp000418555
K22250	GCMeta_01264105	BKLNBPAC_02406	GCMeta_01264105_00350	676	1515	+	Lapillicoccus	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__Lapillicoccus;s__
K22250	GCMeta_00780119	BLIHHNKL_01007	NODE_731_length_20235_cov_3.991832	11954	12838	+	Lapillicoccus	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__Lapillicoccus;s__
K22250	GCMeta_00779945	BNKBPFNE_00268	NODE_654_length_19063_cov_8.872212	9592	10467	+	Allopontixanthobacter	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Allopontixanthobacter;s__
K22250	GCMeta_01193954	BNLELLFL_01866	GCMeta_01193954_00016	39383	40243	-	Pseudomonas_E guineae	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E guineae
K22250	GCMeta_00542771	BOLELFOO_00569	GCMeta_00542771_00003	131845	132690	+	Pseudomonas_E fluorescens_AN	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AN
K22250	GCMeta_00380086	CAGFFIIN_00135	GCMeta_00380086_00030	2393	3250	-	Pseudomonas_F solani	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_F;s__Pseudomonas_F solani
K22250	GCMeta_01285755	CBFDIINE_00180	GCMeta_01285755_00003	31327	32178	-	Pseudomonas_E putida	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E putida
K22250	GCMeta_01086498	CGDDDNGK_01842	GCMeta_01086498_00027	23789	24673	-	Erythrobacter sp001515985	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter;s__Erythrobacter sp001515985
K22250	GCMeta_02276102	CGJOGMPD_01902	GCMeta_02276102_00041	1780	2688	+	Thiopseudomonas	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Thiopseudomonas;s__
K22250	GCMeta_00601010	CIJFMMJI_03084	GCMeta_00601010_00040	12117	12962	+	Pseudomonas_E edaphica	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E edaphica
K22250	GCMeta_01313504	CJEPFCKJ_03154	GCMeta_01313504_00044	22126	22971	+	Pseudomonas_E lurida	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E lurida
K22250	GCMeta_00008560	CJGBBDCD_03510	NODE_351_length_31080_cov_8.749170	3065	3910	-	Pseudomonas_E paracarnis	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E paracarnis
K22250	GCMeta_01764862	CJGIAHLG_04003	GCMeta_01764862_00388	314	1126	-	Pseudomonas_E fulva	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fulva
K22250	GCMeta_00793487	CKGAKNKK_02370	NODE_3630_length_3415_cov_3.856250	2175	3035	+	Halopseudomonas pachastrellae	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Halopseudomonas;s__Halopseudomonas pachastrellae
